did-unr|unr-file-name|unr-title|unr-desc|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|format|dcmi|prov|proj-name|unr-cit|dig-pub|contrib|int-ext|staff-notes|date-img|title-code|title-full|creator
neo000119|||"The multi-colored Holiday Motel sign sits at 2205 South Las Vegas Boulevard. Originally Holiday Inn, the motel has operated for over 50 years. "|1952||"2205 S Las Vegas Blvd, Las Vegas, NV"|"36.1458132, -115.1550797"||"Calcaterra Family and Trust"||day||||||||||||2017|||"Gisselle Tipp"
neo000120|||"The Stratosphere Casino, Hotel and Tower sits north of the Las Vegas Strip at 2000 South Las Vegas Boulevard. "|1996||"2000 S Las Vegas Blvd, Las Vegas, NV"|"36.147573, -115.1566816"||"American Casino and Entertainment Properties"||||||||||||||2017|||"Carlyle Constantino"
neo000121|||"The St. Louis Square sign sits in early evening light near the intersection of South Las Vegas Boulevard and East Louis Avenue. "|||"1945, 1921 S Las Vegas Blvd, Las Vegas, NV"|"36.1488704, -115.1529555"||"St. Louis Square Inc."||||||||||||||2017|||"Emily Fellmer"
neo000122|||"The Bonanza Gift Shop sits at 2440 South Las Vegas Boulevard. The shopping center holds a space of forty-thousand square feet and is self-proclaimed, ""The World's Largest Gift Shop."" "|1963||"2440 S Las Vegas Blvd, Las Vegas, NV"|"36.1444502, -115.1580842"||"Haim Gabay"||||||||||||||2017|||"Gisselle Tipp"
neo000123|||"The Sam's Town Hotel and Gambling Hall sits at 5111 Boulder Highway. "||"Sam's Town (Las Vegas, Nev.)"|"5111 Boulder Hwy, Las Vegas, NV"|"36.1128952, -115.0623534"||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000124|||"The Longhorn Hotel and Casino sign sits at 5288 Boulder Highway. "|||"5288 Boulder Hwy, Las Vegas, NV"|"36.107039, -115.0591563"||"William Hill and Ambrosia Lands Hospitality"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000125|||"The Gateway Motel sign sits in early evening light at the northeast corner at 928 South Las Vegas Boulevard. "|1950||"928 S Las Vegas Blvd, Las Vegas, NV"|"36.159353, -115.1479692"||"Vinod Soni and Gateway Motel Inc"||||||||||||||2017|||"Gisselle Tipp"
neo000126|||"Dona Maria's Tamales Restaurant sits at 910 South Las Vegas Boulevard. The family owned and operated eatery has been serving the valley for over thirty years. "|1983||"910 S Las Vegas Blvd, Las Vegas, NV"|"36.1595318, -115.1474365"||"Dona Maria Alfredo Martinez"||||||||||||||2017|||"Gisselle Tipp"
neo000127|||"The Cupid's Wedding Chapel sits at the north east corner of  East Hoover Avenue at 827 South Las Vegas Boulevard. "|2007||"827 S Las Vegas Blvd, Las Vegas, NV"|"36.16, -115.1462321"||"Bellevue Holdings"||||||||||||||2017|||"Emily Fellmer"
neo000128|||"The Gold and Silver Pawn Shop sits at 713 South Las Vegas Boulevard in Downtown Las Vegas. "|2007||"713 S Las Vegas Blvd, Las Vegas, NV"|"36.161674, -115.1452362"||"Richard Harrison"||||||||||||||2017|||"Emily Fellmer"
neo000129|||"The Roadhouse Casino sign sits unlit at 2100 North Boulder Highway. "|||"2100 N Boulder Hwy, Las Vegas, NV"|"36.067763, -115.012537"||"Robert McMackin"|unlit|||||||||||||2017|||"Wyatt Currie-Diamond"
neo000130|||"The Outpost Motel sign sits at 1104 North Boulder Highway. "|1950|"Outpost Motel (Las Vegas, Nev.)"|"1104 N Boulder Hwy, Las Vegas, NV"|"36.054461, -114.9978951"||"Vegas Outpost Motel LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000131|||"The Skyline Hotel and Casino sign sits at 1741 North Boulder Highway. "|1988||"1741 N Boulder Hwy, Las Vegas, NV"|"36.062479, -115.008526"||"Jim Marsh American Corp."||||||||||||||2017|||"Mitchell Cohen"
neo000132|||"A replica of the ""Welcome to Fabulous Las Vegas"" sign sits at a median near Boulder Highway at dusk. "|2007||"Boulder Hwy, Las Vegas, NV"|"36.071037, -115.0171589"||"Commissioned by the Boulder Hwy casinos"||||||||||||||2017|||"Emily Fellmer"
neo000133|||"The Jerry's Nugget Casino sign sits at 1821 North Las Vegas Boulevard. The family-owned and operated casino has been in business for over fifty years. "|1964||"1821 N Las Vegas Blvd, Las Vegas, NV"|"36.1930478, -115.1324044"||"The Stamis Family"||||||||||||||2017|||"Carlyle Constantino"
neo000134|||"The Starlite Motel sits at 1873 North Las Vegas Boulevard. Shortly after this photo was taken, the sign was scrubbed of its neon and made dormant. "|1950||"1873 N Las Vegas Blvd, Las Vegas, NV"|"36.194386, -115.1311305"||"LAS VEGAS DRAGON HOTEL LLC"|lit|||||||||||||2017|||"Lauren Vaccaro"
neo000135|||"The Las Vegas Library sign sits at 833 North Las Vegas Boulevard. "|4314||"833 N Las Vegas Blvd, Las Vegas, NV"|"36.1793463, -115.1353692"||"City of Las Vegas is the owner of the property since 2015, but it is an Independent government agency ran by a board of trustees chosen by the city and county"||||||||||||||2017|||"Emily Fellmer"
neo000136|||"The Stateside Lounge sign sits at 931 North Las Vegas Boulevard. "|||"931 N Las Vegas Blvd, Las Vegas, NV"|"36.1821064, -115.1345817"||"Laura and Doris Atchinson"||||||||||||||2017|||"Lauren Vaccaro"
neo000137|||"The Strip Centre sign sits along a stretch of vacant storefronts in the north-end section of South Las Vegas Boulevard. "|2009|||||"Has been for sale since 2013"||||||||||||||2017|||"Emily Fellmer"
neo000138|||"The Desert Star Motel sign sits aglow at 1210 South Las Vegas Boulevard. "|||"1210 S Las Vegas Blvd, Las Vegas, NV"|"36.156481, -115.149521"||"Desert Star Motel Enterprises"||||||||||||||2017|||"Emily Fellmer"
neo000139|||"The Sin City Hostel sits at 1208 South Las Vegas Boulevard along with other neon signs."|||"1208 S Las Vegas Blvd, Las Vegas, NV"|"36.1566521, -115.1492894"|||||||||||||||||||
neo000140|||"Pamplemousse Le Restaurant, Las Vegas' oldest French restaurant, sits at 400 East Sahara Avenue. "|1976||"400 E Sahara Ave, Las Vegas, NV"|"36.1439588, -115.1523467"||"Georges La Forge"||||||||||||||2017|||"Lauren Vaccaro"
neo000141|||"The Golden Steer Steakhouse sign sits at 308 West Sahara Avenue. "|1960|"Golden Steer Steak House (Las Vegas, Nev.)"|"308 W Sahara Ave, Las Vegas, NV"|"36.1441683, -115.161177"||"Dr. Michael J. Signorelli has owned it since 2001 after purchasing it from the original owners"||||||||||||||2017|||"Emily Fellmer"
neo000142|||"The sign for The Library Gentlemen's Club sits at 3785 Boulder Highway."|||"3785 Boulder Hwy, Las Vegas, NV"|"36.1383704, -115.0921454"||"K C Investco LLC"||||||||||||||2017|||"Danny Jacobs"
neo000143|||"The Boulder Station Hotel and Casino sign sits at 4111 Boulder Highway. "|2007||"4111 Boulder Hwy, Las Vegas, NV"|"36.1338171, -115.0843906"||"Stations Casino Company"||||||||||||||2017|||"Emily Fellmer"
neo000144|||"The Fiesta Rancho Hotel and Casino sits at 2400 North Rancho Drive. "|2001||"2400 N Rancho Dr, Las Vegas, NV"|"36.2014201, -115.1954009"||"Stations Casinos Inc."||||||||||||||2017|||"Emily Fellmer"
neo000145|||"The Sierra Mobile Home Park sign sits at 3139 East Sahara Avenue. "|2007||"3139 E Sahara Ave, Las Vegas, NV"|"36.1417694, -115.1077585"||"Sierra Mobile Park Company"||||||||||||||2017|||"Emily Fellmer"
neo000146|||"The El Sombrero Mexican Bistro sign sits at 807 South Main Street. "|1950||"807 S Main St, Las Vegas, NV"|"36.1627401, -115.1512697"||"Irma Aguirre"||||||||||||||2017|||"Lauren Vaccaro"
neo000147|||"The Star Motel sign sits at 1418 South Third Street in Downtown Las Vegas. "|1950||"1418 S 3rd St, Las Vegas, NV"|"36.1539955, -115.1517445"||"M V Star Group LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000148|||"The Piero's Italian Cuisine sign sits near the Las Vegas Strip at 355 Convention Center Drive. "|||"355 Convention Center Dr, Las Vegas, NV"|"36.13191, -115.155983"||"Freddie Glusman"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000149|||"The Somerset Shopping Center sign sits at 252 Convention Center Drive. "|1966||"252 Convention Center Dr, Las Vegas, NV"|"36.1325352, -115.1608426"||"Somerset Shopping Center CO LP"||||||||||||||2017|||"Lauren Vaccaro"
neo000150|||"The Palace Station Hotel and Casino sign sits at 2411 West Sahara Avenue. "|1983||"2411 W Sahara Ave, Las Vegas, NV"|"36.1430925, -115.1749426"||"Palace Station"||||||||||||||2017|||"Danny Jacobs"
neo000151|||"Sign at a vacant motel sits at 1308 Fremont Street in Downtown Las Vegas."|||"1308 Fremont St, Las Vegas, NV"|"36.1648472, -115.1311305"|||||||||||||||||||
neo000152|||"The Desert Moon Motel sign sits at 1701 Fremont Street in Downtown Las Vegas. "|1950|"Desert Moon Motel (Las Vegas, Nev.)"|"1701 Fremont St, Las Vegas, NV"|"36.1637144, -115.1265906"||"Jerzy and Celina Kosla"||||||||||||||2017|||"Mitchell Cohen"
neo000153|||"The Hialeah Motel sign sits at 1924 Fremont Street in Downtown Las Vegas. "|1940||"1924 Fremont St, Las Vegas, NV"|"36.1611901, -115.1231161"||"La Jolla Development Group, LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000154|||"The U-Haul rental business sits at 2030 Fremont Street in Downtown Las Vegas. "|||"2030 Fremont St, Las Vegas, NV"|"36.1604349, -115.1207998"||"Joe Shoen"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000155|||"The Travelers Motel sign sits at 1100 Fremont Street in Downtown Las Vegas. "|||"1100 Fremont St, Las Vegas, NV"|"36.1663728, -115.1328445"||||||||||||||||2017|||"Lauren Vaccaro"
neo000156|||"The sign for the Par-A-Dice Motel sits near an empty lot at 2217 Fremont Street in Downtown Las Vegas. "|1953||"2217 Fremont St, Las Vegas, NV"|"36.160397, -115.118958"||"Bartsas Mary 14 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000157|||"The Alicia Motel, formerly the Star Motel, sits at 1200 Fremont Street in Downtown Las Vegas. "|||"1200 Fremont St, Las Vegas, NV"|"36.1659697, -115.1323349"||"1200 Fremont LLC"||||||||||||||2017|||"Danny Jacobs"
neo000158|||"The Las Vegas Hostel sign sits at 1322 East Fremont Street in Downtown Las Vegas. "|2007||"1322 E Fremont St, Las Vegas, NV"|"36.1646016, -115.1308062"||"Downtown Lodging LLC"||||||||||||||2017|||"Emily Fellmer"
neo000159|||"The Economy Motel sign sits at 1605 Fremont Street in Downtown Las Vegas. "|2007||"1605 Fremont St, Las Vegas, NV"|"36.1641387, -115.1275711"||"Las Vegas Dragon Hotel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000160|||"The Siegel Suites sits at 1500 Fremont Street in Downtown Las Vegas. "|2014||"1500 Fremont St, Las Vegas, NV"|"36.1638254, -115.129208"||"Siegel Suites"||||||||||||||2017|||"Danny Jacobs"
neo000161|||"The Milan Bakery sign sits at 1625 Fremont Street in Downtown Las Vegas. "|1966||"1625 Fremont St, Las Vegas, NV"|"36.1635609, -115.1271213"||"Selak, LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000162|||"The Cash For Cars sign sits at 1716 Fremont Street in Downtown Las Vegas. "|2007||"1716 Fremont St, Las Vegas, NV"|"36.1628078, -115.1267337"||"California Auto Sales"||||||||||||||2017|||"Emily Fellmer"
neo000163|||"The Octapharma Plasma center sits at 1732 Fremont Street in Downtown Las Vegas. "|2010||"1732 Fremont St, Las Vegas, NV"|"36.1624234, -115.1258725"||"Octapharma Plasma Inc."||||||||||||||2017|||"Emily Fellmer"
neo000164|||"The PublicUs coffee shop sign sits at 1126 Fremont in Downtown Las Vegas. "|2013||"1126 Fremont St, Las Vegas, NV"|"36.165757, -115.1329336"||"Kimo Akiona, Cole McBride and Travis Landice"||||||||||||||2017|||"Emily Fellmer"
neo000165|||"The Safari Motel sits at 2001 Fremont Street in Downtown Las Vegas. "|1960||"2001 Fremont St, Las Vegas, NV"|"36.1619037, -115.1222359"||"Harold and Wendy Property Trust, Yeh Wendy Linh, Trs."||||||||||||||2017|||"Mitchell Cohen"
neo000166|||"The Sterling Gardens sits at 1808 Fremont Street in Downtown Las Vegas. "|1950||"1808 Fremont St, Las Vegas, NV"|"36.1612206, -115.1236025"||"PROVIEW SERIES 19 LLC"||||||||||||||2017|||"Emily Fellmer"
neo000167|||"The Sky Ranch Motel sign sits at 2009 Fremont Street in Downtown Las Vegas. "|||"2009 Fremont St, Las Vegas, NV"|"36.1616476, -115.1219579"||"Sky Ranch Motel INC"||||||||||||||2017|||"Danny Jacobs"
neo000168|||"The Roulette Motel sign sits at 2019 Fremont Street in Downtown Las Vegas. "|1960||"2019 Fremont St, Las Vegas, NV"|"36.1615169, -115.1215642"||"Proview Series 77 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000169|||"The Towne and Country Motel sign sits at 2033 Fremont Street in Downtown Las Vegas. "|||"2033 Fremont St, Las Vegas, NV"|"36.1614449, -115.121263"||"Huang Hsiu Ping"||||||||||||||2017|||"Danny Jacobs"
neo000170|||"Club 2100 sits at 2100 Fremont Street in Downtown Las Vegas. "|1958||"2100 Fremont St, Las Vegas, NV"|"36.1599479, -115.1202207"||||||||||||||||2017|||"Lauren Vaccaro"
neo000171|||"The Vegas Motel sign sits at 2212  East Fremont Street in Downtown Las Vegas. "|||"2212 Fremont St, Las Vegas, NV"|"36.1597303, -115.1193167"||||||||||||||||2017|||"Emily Fellmer"
neo000172|||"The Desert Hills Motel sign sits at 2121 Fremont Street in Downtown Las Vegas. "|1957||"2121 Fremont St, Las Vegas, NV"|"36.1605286, -115.1197574"||"Desert Hills Motel Enterprises Inc"||||||||||||||2017|||"Danny Jacobs"
neo000173|||"The Fremont Hotel and Casino, operating since 1956, sits at 200 Fremont Street inside the Fremont Street Experience. "|1983|"Fremont Hotel and Casino (Las Vegas, Nev.)"|"200 Fremont St, Las Vegas, NV"|"36.1709271, -115.1431516"||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000174|||"The Binion's Gambling Hall and Hotel, bought in 1951 as the Horseshoe Club, sits at 128 Fremont Street inside the Fremont Street Experience. "|1961|"Binion's Horseshoe (Las Vegas, Nev.)"|"128 Fremont St, Las Vegas, NV"|"36.1716327, -115.1442634"||"TLC Casino Enterprises"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000175|||"The Golden Gate Hotel and Casino signs sit at 1 Fremont Street in Downtown Las Vegas. "|1964||"1 Fremont St, Las Vegas, NV"|"36.1710624, -115.1462827"||"Derek and Greg Stevens"||||||||||||||2017|||"Emily Fellmer"
neo000176|||"The Peter Pan Motel sits at 110 N 13 Street in Downtown Las Vegas. "|1967||"110 N 13th St, Las Vegas, NV"|"36.1657444, -115.1308525"||"Tony Hsieh; Zappos CEO ""110th 13th Street LLC"""||||||||||||||2017|||"Danny Jacobs"
neo000177|||"The Gables Motel sits at 1301 Fremont Street in Downtown Las Vegas. "|||"1301 Fremont St, Las Vegas, NV"|"36.1655526, -115.1311768"||"1301 Fremont LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000178|||"The D Hotel and Casino sign sits at 301 Fremont Street inside the Fremont Street Experience. Photos show signs on The D, including signs for the casino itself and a McDonald's inside of it. "|2012||"301 Fremont St, Las Vegas, NV"|"36.1551055, -115.1122516"||"Derek Stevens"||||||||||||||2017|||"Emily Fellmer"
neo000179|||"The El Portal Gift Shop sits at 310 Fremont Street inside the Fremont Street Experience. "|||"310 Fremont St, Las Vegas, NV"|"36.1701963, -115.142301"||"HS Family LP c/o J. Blut"||||||||||||||2017|||"Mitchell Cohen"
neo000180|||"LV Tattoo sits at 25 East Fremont Street inside the Fremont Street Experience. "|2015||"25 Fremont St, Las Vegas, NV"|"36.1710332, -115.1456994"||"Johnny Law"||||||||||||||2017|||"Emily Fellmer"
neo000181|||"The ABC Stores sign sits at 23 East Fremont Street inside the Fremont Street Experience. "|2001||"23 Fremont St, Las Vegas, NV"|"36.1712151, -115.14554"||"Sidney and Minnie Kosasa"||||||||||||||2017|||"Emily Fellmer"
neo000182|||"The Palm Piazza sign sits at 1919 Fremont Street in Downtown Las Vegas. "|2013||"1919 Fremont St, Las Vegas, NV"|"36.1620737, -115.1232551"||"Zen Real Estate Holding"||||||||||||||2017|||"Emily Fellmer"
neo000183|||"The 4 Queens Hotel & Casino sits at 202 Fremont Street inside the Fremont Street Experience. "|1966|"Four Queens Hotel and Casino (Las Vegas, Nev.)"|"202 Fremont St, Las Vegas, NV"|"36.1698695, -115.1437062"||"Four Queens Inc."||||||||||||||2017|||"Lauren Vaccaro"
neo000184|||"The Trader Bills gift shop-turned-motorcycle shop sits at 328 Fremont Street inside the Fremont Street Experience. "|1960||"328 Fremont St, Las Vegas, NV"|"36.1550606, -115.1121976"||"Marshall Family, LP"||||||||||||||2017|||"Mitchell Cohen"
neo000185|||"The Fergusons Motel sign, restored by Downtown Project, sits at 1028 Fremont Street. "|1950||"1028 Fremont St, Las Vegas, NV"|"36.1669489, -115.1340026"||"1028 Fremont LLC (Assessor) /Downtown Las Vegas Project (Bruzda, 2016; Millward, 2017; Schoenmann, 2013; Snel 2014)"||||||||||||||2017|||"Mitchell Cohen"
neo000186|||"The Hydrant Club sits at 109 North Ninth Street in Downtown Las Vegas. "|2012||"109 N 9th St, Las Vegas, NV"|"36.1678332, -115.1362725"||"109 9th Street LLC/Cathy Brooks"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000187|||"Signs for the Western Hotel sit at 899 Fremont Street in Downtown Las Vegas."|||"899 Fremont St, Las Vegas, NV"|"36.1670286, -115.1367589"|||||||||||||||||||
neo000188|||"The Downtowner Motel sign sits at 129 North Eighth Street in Downtown Las Vegas. "|1960||"129 N 8th St, Las Vegas, NV"|"36.1689044, -115.1370832"||"Robert and Ada Cohen"||||||||||||||2017|||"Emily Fellmer"
neo000189|||"The sign for Virtue Vice sits at 750 Fremont Street as part of The Venue in Downtown Las Vegas. "|2015||"750 Fremont St, Las Vegas, NV"|"36.1682649, -115.1374538"||"Victor Perrillo"||||||||||||||2017|||"Emily Fellmer"
neo000190|||"The Atomic Liquors bar sits at 927 Fremont Street in Downtown Las Vegas. "|1952||"927 Fremont St, Las Vegas, NV"|"36.1665985, -115.1353924"||"100 10th Street LLC"||||||||||||||2017|||"Danny Jacobs"
neo000191|||"The sign for the Fremont Country Club sits at 601 Fremont Street in Downtown Las Vegas. "|2012||"601 Fremont St, Las Vegas, NV"|"36.1683572, -115.1393531"||"City of Las Vegas: Economic and Urban Development owns the building"||||||||||||||2017|||"Emily Fellmer"
neo000192|||"Photos show the signs for Don't Tell Mama at 517 Fremont Street Suite 110 in Downtown Las Vegas. "|2014||"517 Fremont St, Las Vegas, NV"|"36.1687334, -115.1400711"||"Assessor's page stated T-Breo II LLC (possibly owner of the property, but no owner of the bar/business was found."||||||||||||||2017|||"Emily Fellmer"
neo000193|||"The sign for Therapy sits at 518 Fremont Street in Downtown Las Vegas. "|2015||"518 Fremont St, Las Vegas, NV"|"36.1690405, -115.1398293"||"Jared Weiss and Sig Rogich (Motion Corp)"||||||||||||||2017|||"Emily Fellmer"
neo000194|||"The Vanguard Lounge sits at 516 Fremont Street in Downtown Las Vegas. "|2010||"516 Fremont St, Las Vegas, NV"|"36.1691784, -115.13977"||"Andrew and Jennifer Wheatley"||||||||||||||2017|||"Emily Fellmer"
neo000195|||"The Beauty Bar sits at 517 Fremont Street in Downtown Las Vegas. "|||"517 Fremont St, Las Vegas, NV"|"36.1687334, -115.1400711"||"Darin Feinstein and Corey Harrison (From Pawn Stars)"||||||||||||||2017|||"Emily Fellmer"
neo000196|||"The sign for The Griffin sits at 511 Fremont Street in Downtown Las Vegas. "|2006||"511 Fremont St, Las Vegas, NV"|"36.1688009, -115.1403027"||"Aaron Chepenik and Jonathan Hensleigh"||||||||||||||2017|||"Emily Fellmer"
neo000197|||"The sign for The Smashed Pig sits at 509 Fremont Street in Downtown Las Vegas. "|2015||"509 Fremont St, Las Vegas, NV"|"36.1688449, -115.1403725"||"Martin Swift"||||||||||||||2017|||"Emily Fellmer"
neo000198|||"The Flippin' Good Burgers and Shakes sign sits at 505 Fremont Street in Downtown Las Vegas. "|2015||"505 Fremont St, Las Vegas, NV"|"36.1689273, -115.1404346"||"Frederick Mossler. Owned by Honus Capital, Jaimee Oliver principal owner."||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000199|||"The Pabst Blue Ribbon sign sits near the intersection of Fremont Street and North Las Vegas Boulevard in Downtown Las Vegas. "|2015||"Fremont St and Las Vegas Blvd, Las Vegas, NV"|"36.1692048, -115.1406173"||"PBR Donated, but a part of Fremont Street East"||||||||||||||2017|||"Emily Fellmer"
neo000200|||"The Park on Fremont sign sits at 506 Fremont Street in Downtown Las Vegas. "|2013||"506 Fremont St, Las Vegas, NV"|"36.1692693, -115.1401638"||"Justin Weniger and Ryan Doherty both with Corner Bar Management Group"||||||||||||||2017|||"Emily Fellmer"
neo000201|||"The Evel Pie sign sits at 508 Fremont Street in Downtown Las Vegas. "|2016||"508 Fremont St, Las Vegas, NV"|"36.1692503, -115.1400711"||"High Horse Group"||||||||||||||2017|||"Emily Fellmer"
neo000202|||"The Fremont East District sign sits near the intersection of Fremont St and Eighth St. "|2007|"Fremont Street (Las Vegas, Nev.)"|"Fremont St and 8th St, Las Vegas, NV"|"36.1677729, -115.1372641"||"Downtown Las Vegas and Fremont East District"||||||||||||||2017|||"Emily Fellmer"
neo000203|||||"4 Mile Bar (Las Vegas, Nev.)"|"3650 Boulder Hwy, Las Vegas, NV"|"36.1404596, -115.0962457"||"Bob and Bill Joslin"||||||||||||||2017|||"Lauren Vaccaro"
neo000204||||2007||"4575 Boulder Hwy, Las Vegas, NV"|"36.1223875, -115.0744414"||"American Casino and Entertainment Properties LLC"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000205||||2007|"Thunderbird Hotel and Casino (Las Vegas, Nev.)"|"1215 S Las Vegas Blvd, Las Vegas, NV"|"36.1558144, -115.1490347"||"1215 Las Vegas Blvd LLC; C.F. Saticoy, LP"||||||||||||||2017|||"Mitchell Cohen"
neo000206||||||"2600 N Las Vegas Blvd, Las Vegas, NV"|"36.2066298, -115.1110247"||"Barker LLC"||||||||||||||2017|||"Emily Fellmer"
neo000207||||1956||"2110 Fremont St, Las Vegas, NV"|"36.1600943, -115.1198203"||"Bartsas Mary 22 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000208||||||"124 S 11th St, Las Vegas, NV"|"36.1656819, -115.1345122"||"11th Street Tavern LLC and Jillian is the manager (no last name found)"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000209||||2007||"325 Fremont St, Las Vegas, NV"|"36.1550802, -115.1122213"||"Nemo Motel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000210||||2007||"4680 Boulder Hwy, Las Vegas, NV"|"36.1190805, -115.0728249"||"Tim Poole"||||||||||||||2017|||"Emily Fellmer"
neo000211||||2011||"1322 S Mojave Rd, Las Vegas, NV"|"36.1568371, -115.1031807"||"Garcia Maria Hilda and Whispering Sands LLC"||||||||||||||2017|||"Emily Fellmer"
neo000212||||1987||"3565 Boulder Hwy, Las Vegas, NV"|"36.1426354, -115.0971028"||"Maiya LLC"||||||||||||||2017|||"Emily Fellmer"
neo000213||||2014||"3738 Boulder Hwy, Las Vegas, NV"|"36.1380367, -115.0939987"||"Carquest Auto parts/ Golden State Supply/ Cannon Property LLC"||||||||||||||2017|||"Emily Fellmer"
neo000214||||1988|"Golden Nugget Hotel and Casino (Las Vegas, Nev.)"|"129 E Fremont St, Las Vegas, NV"|"36.16958, -115.1460132"||"Landry's INC"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000215||||1950||"1300 S Las Vegas Blvd, Las Vegas, NV"|"36.155252, -115.1502159"||"Tarighi Bahman and Farideh"||||||||||||||2017|||"Mitchell Cohen"
neo000216||||||"3650 N Las Vegas Blvd, Las Vegas, NV"|"36.2233837, -115.0828711"||"BWNV LLC"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000217||||2014||"107 S Las Vegas Blvd, Las Vegas, NV"|"36.1690198, -115.1404637"||"Fremont LV Blvd LLC"||||||||||||||2017|||"Emily Fellmer"
neo000218||||1993||"920 N Boulder Hwy, Las Vegas, NV"|"36.052271, -114.9949721"||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000219||||1962||"3660 Boulder Hwy, Las Vegas, NV"|"36.1392202, -115.094999"||"Kings Row Trlr Pk Inc"||||||||||||||2017|||"Lauren Vaccaro"
neo000220||||1963||"2512 Fremont St, Las Vegas, NV"|"36.1578184, -115.1158659"||"La Palm Motel Inc"||||||||||||||2017|||"Lauren Vaccaro"
neo000221||||1963||"4100 E Lake Mead Blvd, Las Vegas, NV"|"36.1960044, -115.0844544"||"Patricia Van Buskirk"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000222||||2008||"3305 Fremont St, Las Vegas, NV"|"36.1474121, -115.102616"||"D B N G LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000223||||||"3475 S Las Vegas Blvd, Las Vegas, NV"|"36.1194161, -115.1707592"||"Mcdonalds Restaurant of NV 04873 Mcdonalds USA, LLC and Harrah's Las Vegas LLC"||||||||||||||2017|||"Danny Jacobs"
neo000224||||2000||"607 S Las Vegas Blvd, Las Vegas, NV"|"36.1629504, -115.1442402"||"Mon Bel Ami- Maudie Dog Trust"||||||||||||||2017|||"Gisselle Tipp"
neo000225||||2002||"450 Fremont St, Las Vegas, NV"|"36.1704666, -115.1415082"||"Rohit Joshi leases the building from Wirrulla USA Inc."||||||||||||||2017|||"Emily Fellmer"
neo000226||||2007||"2067 N Las Vegas Blvd, Las Vegas, NV"|"36.1991808, -115.1286431"||"Peyman Masachi and Pair A Dice Estates LLC"||||||||||||||2017|||"Emily Fellmer"
neo000227||||2015||"2757 N Las Vegas Blvd, Las Vegas, NV"|"36.2103031, -115.1074806"||"Marvin and Laura Coleman"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000228||||2011||"3325 Fremont St, Las Vegas, NV"|"36.1474212, -115.1021296"||"American Inn Motel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000229||||||"4711 Boulder Hwy, Las Vegas, NV"|"36.1197533, -115.0702716"||"Daryl Thompson"||||||||||||||2017|||"Emily Fellmer"
neo000230|||||"Silver Nugget Casino (North Las Vegas, Nev.)"|"2140 N Las Vegas Blvd, Las Vegas, NV"|"36.1987103, -115.1237878"||"Lucky Silver Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000231||||||"520 Fremont St, Las Vegas, NV"|"36.1689756, -115.1396174"||"Michael and Jennifer Cornthwaite"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000232||||1955||"2500 Fremont St, Las Vegas, NV"|"36.1579596, -115.1162134"||"Catish T C 2006 Liv, Tr - Kootish & Chalung Trs"||||||||||||||2017|||"Danny Jacobs"
neo000233||||||"1313 E Fremont St, Las Vegas, NV"|"36.165198, -115.1308062"||||||||||||||||2017|||"Emily Fellmer"
neo000234||||||"3076 Fremont St, Las Vegas, NV"|"36.150332, -115.1077122"||||||||||||||||2017|||"Lauren Vaccaro"
neo000235||||2000||"231 S Las Vegas Blvd, Las Vegas, NV"|"36.166946, -115.1417967"||"Wee Kirk Property Group LLC"||||||||||||||2017|||"Gisselle Tipp"
neo000236||||||"4150 W Carey Ave, Las Vegas, NV"|"36.2052727, -115.1961876"||"West Wind Drive-In and Public Markets"||||||||||||||2017|||"Wyatt Currie-Diamond"
