did-unr|unr-file-name|unr-title|unr-desc|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|format|dcmi|prov|proj-name|unr-cit|dig-pub|contrib|int-ext|staff-notes|date-img|title-code|title-full|creator
neo000109|||"The Viva Las Vegas Wedding Chapel sign sits at 1205 Las Vegas Boulevard South. The chapel has provided themed weddings since 1999. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2000||"1205 S Las Vegas Blvd"|||"Ron Decar And Jamie Richards"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000110|||"The permanently closed White Cross Market sits at 1700 South Las Vegas Boulevard. Vickie's Diner, housed inside, remains open. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1955||"1700 S Las Vegas Blvd"|||"Vickie Kelesis"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000111|||"The Sunset Station Hotel and Casino sits at 1301 West Sunset Road as evening traffic passes by. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1997||"1301 W Sunset Rd"|||"Sunset Station Inc"||||||||||||||2017|||"Danny Jacobs"
neo000112|||"Dino's Lounge sits at 1516 South Las Vegas Boulevard. The dive bar has been in operation since 1962. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1963||"1516 S Las Vegas Blvd"|||"Kristin Bartolo"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000113|||"The Rummel Motel sits north of The Strip at 1809 Las Vegas Boulevard South. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1958||"1809 S Las Vegas Blvd"|||"Yeh Chia-Hong"||||||||||||||2017|||"Mitchell Cohen"
neo000114|||"The Tod Motor Motel sign sits at 1508 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1962||"1508 S Las Vegas Blvd"|||"Ron and Carol Tadmor; Herb Sider"||||||||||||||2017|||"Carlyle Constantino"
neo000115|||"The world famous ""Welcome to Fabulous Las Vegas, Nevada"" sign sits at 5200 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1959|"Welcome to Las Vegas neon sign"|"5200 S Las Vegas Blvd"|||YESCO||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000116|||"The Chapel of the Bells signs sits at 2233 South Las Vegas Boulevard."|||"2233 S Las Vegas Blvd"||||||||||||||||||||
neo000117|||"The Fun City Motel sits at 2233 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1970||"2233 S Las Vegas Blvd"|||"Rick Trusdell and Chetak Development Corporation"||||||||||||||2017|||"Gisselle Tipp"
neo000118|||"The Holiday House motel sign with a ""For Sale"" sign sits at 2211 South Las Vegas Boulevard. Formerly the Bagdad Inn, the property has been in operation since the early 50s. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1983||"2211 S Las Vegas Blvd"|||||day||||||||||||2017|||"Gisselle Tipp"
neo000119|||"The multi-colored Holiday Motel sign sits at 2205 South Las Vegas Boulevard. Originally Holiday Inn, the motel has operated for over 50 years. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1952||"2205 S Las Vegas Blvd"|||"Calcaterra Family and Trust"||day||||||||||||2017|||"Gisselle Tipp"
neo000120|||"The Stratosphere Casino, Hotel and Tower sits north of the Las Vegas Strip at 2000 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1996||"2000 S Las Vegas Blvd"|||"American Casino and Entertainment Properties"||||||||||||||2017|||"Carlyle Constantino"
neo000121|||"The St. Louis Square sign sits in early evening light near the intersection of South Las Vegas Boulevard and East Louis Avenue. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"1945, 1921 S Las Vegas Blvd"|||"St. Louis Square Inc."||||||||||||||2017|||"Emily Fellmer"
neo000122|||"The Bonanza Gift Shop sits at 2440 South Las Vegas Boulevard. The shopping center holds a space of forty-thousand square feet and is self-proclaimed, ""The World's Largest Gift Shop."" Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1963||"2440 S Las Vegas Blvd"|||"Haim Gabay"||||||||||||||2017|||"Gisselle Tipp"
neo000123|||"The Sam's Town Hotel and Gambling Hall sits at 5111 Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet"||"Sam's Town (Las Vegas, Nev.)"|"5111 Boulder Hwy"|||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000124|||"The Longhorn Hotel and Casino sign sits at 5288 Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet"|||"5288 Boulder Hwy"|||"William Hill and Ambrosia Lands Hospitality"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000125|||"The Gateway Motel sign sits in early evening light at the northeast corner at 928 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet"|1950||"928 S Las Vegas Blvd"|||"Vinod Soni and Gateway Motel Inc"||||||||||||||2017|||"Gisselle Tipp"
neo000126|||"Dona Maria's Tamales Restaurant sits at 910 South Las Vegas Boulevard. The family owned and operated eatery has been serving the valley for over thirty years. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1983||"910 S Las Vegas Blvd"|||"Dona Maria Alfredo Martinez"||||||||||||||2017|||"Gisselle Tipp"
neo000127|||"The Cupid's Wedding Chapel sits at the north east corner of  East Hoover Avenue at 827 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"827 S Las Vegas Blvd"|||"Bellevue Holdings"||||||||||||||2017|||"Emily Fellmer"
neo000128|||"The Gold and Silver Pawn Shop sits at 713 South Las Vegas Boulevard in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"713 S Las Vegas Blvd"|||"Richard Harrison"||||||||||||||2017|||"Emily Fellmer"
neo000129|||"The Roadhouse Casino sign sits unlit at 2100 North Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"2100 N Boulder Hwy"|||"Robert McMackin"|unlit|||||||||||||2017|||"Wyatt Currie-Diamond"
neo000130|||"The Outpost Motel sign sits at 1104 North Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950|"Outpost Motel (Las Vegas, Nev.)"|"1104 N Boulder Hwy"|||"Vegas Outpost Motel LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000131|||"The Skyline Hotel and Casino sign sits at 1741 North Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1988||"1741 N Boulder Hwy"|||"Jim Marsh American Corp."||||||||||||||2017|||"Mitchell Cohen"
neo000132|||"A replica of the ""Welcome to Fabulous Las Vegas"" sign sits at a median near Boulder Highway at dusk. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"Boulder Hwy"|||"Commissioned by the Boulder Hwy casinos"||||||||||||||2017|||"Emily Fellmer"
neo000133|||"The Jerry's Nugget Casino sign sits at 1821 North Las Vegas Boulevard. The family-owned and operated casino has been in business for over fifty years. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1964||"1821 N Las Vegas Blvd"|||"The Stamis Family"||||||||||||||2017|||"Carlyle Constantino"
neo000134|||"The Starlite Motel sits at 1873 North Las Vegas Boulevard. Shortly after this photo was taken, the sign was scrubbed of its neon and made dormant. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950||"1873 N Las Vegas Blvd"|||"LAS VEGAS DRAGON HOTEL LLC"|lit|||||||||||||2017|||"Lauren Vaccaro"
neo000135|||"The Las Vegas Library sign sits at 833 North Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|4314||"833 N Las Vegas Blvd"|||"City of Las Vegas is the owner of the property since 2015, but it is an Independent government agency ran by a board of trustees chosen by the city and county"||||||||||||||2017|||"Emily Fellmer"
neo000136|||"The Stateside Lounge sign sits at 931 North Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"931 N Las Vegas Blvd"|||"Laura and Doris Atchinson"||||||||||||||2017|||"Lauren Vaccaro"
neo000137|||"The Strip Centre sign sits along a stretch of vacant storefronts in the north-end section of South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2009|||||"Has been for sale since 2013"||||||||||||||2017|||"Emily Fellmer"
neo000138|||"The Desert Star Motel sign sits aglow at 1210 South Las Vegas Boulevard. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"1210 S Las Vegas Blvd"|||"Desert Star Motel Enterprises"||||||||||||||2017|||"Emily Fellmer"
neo000139|||"The Sin City Hostel sits at 1208 South Las Vegas Boulevard along with other neon signs."|||"1208 S Las Vegas Blvd"||||||||||||||||||||
neo000140|||"Pamplemousse Le Restaurant, Las Vegas' oldest French restaurant, sits at 400 East Sahara Avenue. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1976||"400 E Sahara Ave"|||"Georges La Forge"||||||||||||||2017|||"Lauren Vaccaro"
neo000141|||"The Golden Steer Steakhouse sign sits at 308 West Sahara Avenue. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1960|"Golden Steer Steak House (Las Vegas, Nev.)"|"308 W Sahara Ave"|||"Dr. Michael J. Signorelli has owned it since 2001 after purchasing it from the original owners"||||||||||||||2017|||"Emily Fellmer"
neo000142|||"The sign for The Library Gentlemen's Club sits at 3785 Boulder Highway."|||"3785 Boulder Hwy"|||"K C Investco LLC"||||||||||||||2017|||"Danny Jacobs"
neo000143|||"The Boulder Station Hotel and Casino sign sits at 4111 Boulder Highway. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"4111 Boulder Hwy"|||"Stations Casino Company"||||||||||||||2017|||"Emily Fellmer"
neo000144|||"The Fiesta Rancho Hotel and Casino sits at 2400 North Rancho Drive. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2001||"2400 N Rancho Dr"|||"Stations Casinos Inc."||||||||||||||2017|||"Emily Fellmer"
neo000145|||"The Sierra Mobile Home Park sign sits at 3139 East Sahara Avenue. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"3139 E Sahara Ave"|||"Sierra Mobile Park Company"||||||||||||||2017|||"Emily Fellmer"
neo000146|||"The El Sombrero Mexican Bistro sign sits at 807 South Main Street. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950||"807 S Main St"|||"Irma Aguirre"||||||||||||||2017|||"Lauren Vaccaro"
neo000147|||"The Star Motel sign sits at 1418 South Third Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950||"1418 S 3rd St"|||"M V Star Group LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000148|||"The Piero's Italian Cuisine sign sits near the Las Vegas Strip at 355 Convention Center Drive. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"355 Convention Center Dr"|||"Freddie Glusman"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000149|||"The Somerset Shopping Center sign sits at 252 Convention Center Drive. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1966||"252 Convention Center Dr"|||"Somerset Shopping Center CO LP"||||||||||||||2017|||"Lauren Vaccaro"
neo000150|||"The Palace Station Hotel and Casino sign sits at 2411 West Sahara Avenue. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1983||"2411 W Sahara Ave"|||"Palace Station"||||||||||||||2017|||"Danny Jacobs"
neo000151|||"Sign at a vacant motel sits at 1308 Fremont Street in Downtown Las Vegas."|||"1308 Fremont St"||||||||||||||||||||
neo000152|||"The Desert Moon Motel sign sits at 1701 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950|"Desert Moon Motel (Las Vegas, Nev.)"|"1701 Fremont St"|||"Jerzy and Celina Kosla"||||||||||||||2017|||"Mitchell Cohen"
neo000153|||"The Hialeah Motel sign sits at 1924 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1940||"1924 Fremont St"|||"La Jolla Development Group, LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000154|||"The U-Haul rental business sits at 2030 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"2030 Fremont St"|||"Joe Shoen"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000155|||"The Travelers Motel sign sits at 1100 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"1100 Fremont St"|||||||||||||||||2017|||"Lauren Vaccaro"
neo000156|||"The sign for the Par-A-Dice Motel sits near an empty lot at 2217 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1953||"2217 Fremont St"|||"Bartsas Mary 14 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000157|||"The Alicia Motel, formerly the Star Motel, sits at 1200 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"1200 Fremont St"|||"1200 Fremont LLC"||||||||||||||2017|||"Danny Jacobs"
neo000158|||"The Las Vegas Hostel sign sits at 1322 East Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2007||"1322 E Fremont St"|||"Downtown Lodging LLC"||||||||||||||2017|||"Emily Fellmer"
neo000159|||"The Economy Motel sign sits at 1605 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2007||"1605 Fremont St"|||"Las Vegas Dragon Hotel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000160|||"The Siegel Suites sits at 1500 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2014||"1500 Fremont St"|||"Siegel Suites"||||||||||||||2017|||"Danny Jacobs"
neo000161|||"The Milan Bakery sign sits at 1625 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1966||"1625 Fremont St"|||"Selak, LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000162|||"The Cash For Cars sign sits at 1716 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2007||"1716 Fremont St"|||"California Auto Sales"||||||||||||||2017|||"Emily Fellmer"
neo000163|||"The Octapharma Plasma center sits at 1732 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2010||"1732 Fremont St"|||"Octapharma Plasma Inc."||||||||||||||2017|||"Emily Fellmer"
neo000164|||"The PublicUs coffee shop sign sits at 1126 Fremont in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2013||"1126 Fremont St"|||"Kimo Akiona, Cole McBride and Travis Landice"||||||||||||||2017|||"Emily Fellmer"
neo000165|||"The Safari Motel sits at 2001 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1960||"2001 Fremont St"|||"Harold and Wendy Property Trust, Yeh Wendy Linh, Trs."||||||||||||||2017|||"Mitchell Cohen"
neo000166|||"The Sterling Gardens sits at 1808 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|1950||"1808 Fremont St"|||"PROVIEW SERIES 19 LLC"||||||||||||||2017|||"Emily Fellmer"
neo000167|||"The Sky Ranch Motel sign sits at 2009 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|||"2009 Fremont St"|||"Sky Ranch Motel INC"||||||||||||||2017|||"Danny Jacobs"
neo000168|||"The Roulette Motel sign sits at 2019 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1960||"2019 Fremont St"|||"Proview Series 77 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000169|||"The Towne and Country Motel sign sits at 2033 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|||"2033 Fremont St"|||"Huang Hsiu Ping"||||||||||||||2017|||"Danny Jacobs"
neo000170|||"Club 2100 sits at 2100 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1958||"2100 Fremont St"|||||||||||||||||2017|||"Lauren Vaccaro"
neo000171|||"The Vegas Motel sign sits at 2212  East Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|||"2212 Fremont St"|||||||||||||||||2017|||"Emily Fellmer"
neo000172|||"The Desert Hills Motel sign sits at 2121 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1957||"2121 Fremont St"|||"Desert Hills Motel Enterprises Inc"||||||||||||||2017|||"Danny Jacobs"
neo000173|||"The Fremont Hotel and Casino, operating since 1956, sits at 200 Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1983|"Fremont Hotel and Casino (Las Vegas, Nev.)"|"200 Fremont St"|||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000174|||"The Binion's Gambling Hall and Hotel, bought in 1951 as the Horseshoe Club, sits at 128 Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1961|"Binion's Horseshoe (Las Vegas, Nev.)"|"128 Fremont St"|||"TLC Casino Enterprises"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000175|||"The Golden Gate Hotel and Casino signs sit at 1 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1964||"1 Fremont St"|||"Derek and Greg Stevens"||||||||||||||2017|||"Emily Fellmer"
neo000176|||"The Peter Pan Motel sits at 110 N 13 Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1967||"110 N 13th St"|||"Tony Hsieh; Zappos CEO ""110th 13th Street LLC"""||||||||||||||2017|||"Danny Jacobs"
neo000177|||"The Gables Motel sits at 1301 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|||"1301 Fremont St"|||"1301 Fremont LLC"||||||||||||||2017|||"Mitchell Cohen"
neo000178|||"The D Hotel and Casino sign sits at 301 Fremont Street inside the Fremont Street Experience. Photos show signs on The D, including signs for the casino itself and a McDonald's inside of it. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2012||"301 Fremont St"|||"Derek Stevens"||||||||||||||2017|||"Emily Fellmer"
neo000179|||"The El Portal Gift Shop sits at 310 Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|||"310 Fremont St"|||"HS Family LP c/o J. Blut"||||||||||||||2017|||"Mitchell Cohen"
neo000180|||"LV Tattoo sits at 25 East Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2015||"25 Fremont St"|||"Johnny Law"||||||||||||||2017|||"Emily Fellmer"
neo000181|||"The ABC Stores sign sits at 23 East Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2001||"23 Fremont St"|||"Sidney and Minnie Kosasa"||||||||||||||2017|||"Emily Fellmer"
neo000182|||"The Palm Piazza sign sits at 1919 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2013||"1919 Fremont St"|||"Zen Real Estate Holding"||||||||||||||2017|||"Emily Fellmer"
neo000183|||"The 4 Queens Hotel & Casino sits at 202 Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1966|"Four Queens Hotel and Casino (Las Vegas, Nev.)"|"202 Fremont St"|||"Four Queens Inc."||||||||||||||2017|||"Lauren Vaccaro"
neo000184|||"The Trader Bills gift shop-turned-motorcycle shop sits at 328 Fremont Street inside the Fremont Street Experience. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1960||"328 Fremont St"|||"Marshall Family, LP"||||||||||||||2017|||"Mitchell Cohen"
neo000185|||"The Fergusons Motel sign, restored by Downtown Project, sits at 1028 Fremont Street. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1950||"1028 Fremont St"|||"1028 Fremont LLC (Assessor) /Downtown Las Vegas Project (Bruzda, 2016; Millward, 2017; Schoenmann, 2013; Snel 2014)"||||||||||||||2017|||"Mitchell Cohen"
neo000186|||"The Hydrant Club sits at 109 North Ninth Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2012||"109 N 9th St"|||"109 9th Street LLC/Cathy Brooks"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000187|||"Signs for the Western Hotel sit at 899 Fremont Street in Downtown Las Vegas."|||"899 Fremont St"||||||||||||||||||||
neo000188|||"The Downtowner Motel sign sits at 129 North Eighth Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1960||"129 N 8th St"|||"Robert and Ada Cohen"||||||||||||||2017|||"Emily Fellmer"
neo000189|||"The sign for Virtue Vice sits at 750 Fremont Street as part of The Venue in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2015||"750 Fremont St"|||"Victor Perrillo"||||||||||||||2017|||"Emily Fellmer"
neo000190|||"The Atomic Liquors bar sits at 927 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|1952||"927 Fremont St"|||"100 10th Street LLC"||||||||||||||2017|||"Danny Jacobs"
neo000191|||"The sign for the Fremont Country Club sits at 601 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2012||"601 Fremont St"|||"City of Las Vegas: Economic and Urban Development owns the building"||||||||||||||2017|||"Emily Fellmer"
neo000192|||"Photos show the signs for Don't Tell Mama at 517 Fremont Street Suite 110 in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2014||"517 Fremont St"|||"Assessor's page stated T-Breo II LLC (possibly owner of the property, but no owner of the bar/business was found."||||||||||||||2017|||"Emily Fellmer"
neo000193|||"The sign for Therapy sits at 518 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2015||"518 Fremont St"|||"Jared Weiss and Sig Rogich (Motion Corp)"||||||||||||||2017|||"Emily Fellmer"
neo000194|||"The Vanguard Lounge sits at 516 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2010||"516 Fremont St"|||"Andrew and Jennifer Wheatley"||||||||||||||2017|||"Emily Fellmer"
neo000195|||"The Beauty Bar sits at 517 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"517 Fremont St"|||"Darin Feinstein and Corey Harrison (From Pawn Stars)"||||||||||||||2017|||"Emily Fellmer"
neo000196|||"The sign for The Griffin sits at 511 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2006||"511 Fremont St"|||"Aaron Chepenik and Jonathan Hensleigh"||||||||||||||2017|||"Emily Fellmer"
neo000197|||"The sign for The Smashed Pig sits at 509 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2015||"509 Fremont St"|||"Martin Swift"||||||||||||||2017|||"Emily Fellmer"
neo000198|||"The Flippin' Good Burgers and Shakes sign sits at 505 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2015||"505 Fremont St"|||"Frederick Mossler. Owned by Honus Capital, Jaimee Oliver principal owner."||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000199|||"The Pabst Blue Ribbon sign sits near the intersection of Fremont Street and North Las Vegas Boulevard in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2015||"Fremont St and Las Vegas Blvd"|||"PBR Donated, but a part of Fremont Street East"||||||||||||||2017|||"Emily Fellmer"
neo000200|||"The Park on Fremont sign sits at 506 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2013||"506 Fremont St"|||"Justin Weniger and Ryan Doherty both with Corner Bar Management Group"||||||||||||||2017|||"Emily Fellmer"
neo000201|||"The Evel Pie sign sits at 508 Fremont Street in Downtown Las Vegas. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|2016||"508 Fremont St"|||"High Horse Group"||||||||||||||2017|||"Emily Fellmer"
neo000202|||"The Fremont East District sign sits near the intersection of Fremont St and Eighth St. Information about the sign is available in the Southern Nevada Neon Survey Sheet."|2007|"Fremont Street (Las Vegas, Nev.)"|"Fremont St and 8th St"|||"Downtown Las Vegas and Fremont East District"||||||||||||||2017|||"Emily Fellmer"
neo000203|||"Information about the 4 Mile Bar sign that sits at 3650 Boulder Hwy."||"4 Mile Bar (Las Vegas, Nev.)"|"3650 Boulder Hwy"|||"Bob and Bill Joslin"||||||||||||||2017|||"Lauren Vaccaro"
neo000204|||"Information about the Arizona Charlie's Hotel and Casino sign that sits at 4575 Boulder Hwy."|2007||"4575 Boulder Hwy"|||"American Casino and Entertainment Properties LLC"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000205|||"Information about the Aruba Hotel (Thunderbird) sign that sits at 1215 S Las Vegas Blvd."|2007|"Thunderbird Hotel and Casino (Las Vegas, Nev.)"|"1215 S Las Vegas Blvd"|||"1215 Las Vegas Blvd LLC; C.F. Saticoy, LP"||||||||||||||2017|||"Mitchell Cohen"
neo000206|||"Information about the Barker Motel sign that sits at 2600 N Las Vegas Blvd."|||"2600 N Las Vegas Blvd"|||"Barker LLC"||||||||||||||2017|||"Emily Fellmer"
neo000207|||"Information about the Blue Angel Motel that sits at 2110 Fremont St."|1956||"2110 Fremont St"|||"Bartsas Mary 22 LLC"||||||||||||||2017|||"Danny Jacobs"
neo000208|||"Information about the Bunkhouse Saloon sign that sits at 124 S 11th St."|||"124 S 11th St"|||"11th Street Tavern LLC and Jillian is the manager (no last name found)"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000209|||"Information about the Capri Motel sign that sits at 325 Fremont St."|2007||"325 Fremont St"|||"Nemo Motel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000210|||"Information about the Crystal Palace that sits at 4680 Boulder Hwy."|2007||"4680 Boulder Hwy"|||"Tim Poole"||||||||||||||2017|||"Emily Fellmer"
neo000211|||"Information about the Echo Park Mobil Home Park sign that sits at 1322 S Mojave Rd."|2011||"1322 S Mojave Rd"|||"Garcia Maria Hilda and Whispering Sands LLC"||||||||||||||2017|||"Emily Fellmer"
neo000212|||"Information about the Fishers Inn Motel sign that sits at 3565 Boulder Hwy."|1987||"3565 Boulder Hwy"|||"Maiya LLC"||||||||||||||2017|||"Emily Fellmer"
neo000213|||"Information about the Genuine Auto Parts sign that sits at 3738 Boulder Hwy."|2014||"3738 Boulder Hwy"|||"Carquest Auto parts/ Golden State Supply/ Cannon Property LLC"||||||||||||||2017|||"Emily Fellmer"
neo000214|||"Information about the Golden Nugget Hotel and Casino sign that sits at 129 E Fremont St."|1988|"Golden Nugget Hotel and Casino (Las Vegas, Nev.)"|"129 E Fremont St"|||"Landry's INC"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000215|||"Information about the High Hat Regency that sits at 1300 S Las Vegas Blvd."|1950||"1300 S Las Vegas Blvd"|||"Tarighi Bahman and Farideh"||||||||||||||2017|||"Mitchell Cohen"
neo000216|||"Information about the Hitchin Post Saloon & Steakhouse sign that sits at 3650 N Las Vegas Blvd."|||"3650 N Las Vegas Blvd"|||"BWNV LLC"||||||||||||||2017|||"Wyatt Currie-Diamond"
