timestamp|did-unr|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|blank-1|staff-notes|date-img|blank-2|title-code|title-full|color-tags
10/2/2020 6:44:09|NNN000096|LV-1-031_Horseshoe Casino Fremont St .tif|Horseshoe Casino lettering and wall signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Horseshoe Casino sign in Las Vegas, NV at night. It was remodeled in 2004.</p>|Miller, Chelsea S.|1951||<p>128 Fremont St, Las Vegas, NV 89101</p>|36.171336, -115.143962|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072811|Exterior|||1986||<p><p>Exterior view of the Horseshoe Casino sign in Las Vegas, NV at night. It was remodeled in 2004.</p></p><p></p><p><p>128 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Horseshoe Casino sign in Las Vegas, NV at night. It was remodeled in 2004.</p><p></p><p><p>128 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|yellow,blue,orange,red
10/2/2020 6:49:42|NNN000097|LV-1-033_Aerial viewof the Union Plaza Fremont St. .tif|Union Plaza wall signs, Las Vegas, Nevada: photographic print|<p>Exterior and aerial view of the Union Plaza at night.</p>|Miller, Chelsea S.|1971||<p>1 N Main St, Las Vegas, NV 89101</p>||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072812|Exterior|||1986||<p><p>Exterior and aerial view of the Union Plaza at night.</p></p><p></p><p><p>1 N Main St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior and aerial view of the Union Plaza at night. </p><p></p><p><p>1 N Main St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|yellow,green,red,blue
10/2/2020 6:54:58|NNN000098|LV-1-034_The 4 QueensCasino off Fremont St.tif; LV-1-035_Four Queens Casino Fremont St 1986.tif|Four Queens flag mounted wall sign, lettering, and roof mounted signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Four Queens Hotel and Casino at night.</p>|Miller, Chelsea S.|1966||<p>201 Fremont St, Las Vegas, NV 89101</p>|36.170444, -115.143834|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072813|Exterior|||1986||<p><p>Exterior view of the Four Queens Hotel and Casino at night.</p></p><p></p><p><p>201 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Four Queens Hotel and Casino at night. </p><p></p><p><p>201 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,yellow,orange,blue
10/2/2020 7:11:00|NNN000099|LV-1-036 Sundance Casino off Fremont_.tif|Sundance flag mounted wall signs and other wall signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Sundance Hotel Casino at night. It closed in 1987, was known was the Fitzgerald's from 1987-2012, and is now known as The D.</p>|Miller, Chelsea S.|1980|<p>The D</p>|<p>301 Fremont St, Las Vegas, NV 89101</p>|36.169691, -115.142884|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072814|Exterior|||1986||<p><p>Exterior view of the Sundance Hotel Casino at night. It closed in 1987, was known was the Fitzgerald's from 1987-2012, and is now known as The D.</p></p><p><p>The D</p></p><p><p>301 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Sundance Hotel Casino at night. It closed in 1987, was known was the Fitzgerald's from 1987-2012, and is now known as The D. </p><p><p>The D</p></p><p><p>301 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,yellow,orange,green
10/5/2020 5:52:50|NNN000100|LV-1-038 Del Webb's Mint.tif|Del Webb's Mint lettering, minument, and wall signs,  Las Vegas, Nevada: photographic print|<p>Exterior view of Del Webb's Mint in Las Vegas, NV at night. It closed in 1988.</p>|Miller, Chelsea S.|1957||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072815|Exterior|||||<p><p>Exterior view of Del Webb's Mint in Las Vegas, NV at night. It closed in 1988.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of Del Webb's Mint in Las Vegas, NV at night. It closed in 1988. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,pink,purple,yellow
10/5/2020 6:00:21|NNN000101|LV-1-039 Valley Motel lower Fremont St. .tif; LV-1-040 Valley Motel lower Freemont St 1986.tif|Valley Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print|<p>Exterior views of the Valley Motel in Las Vegas, NV during the day and at night.</p>|Miller, Chelsea S.|||||||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072816|Exterior|||1986||<p><p>Exterior views of the Valley Motel in Las Vegas, NV during the day and at night.</p></p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior views of the Valley Motel in Las Vegas, NV during the day and at night. </p><p></p><p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|
10/5/2020 6:05:20|NNN000102|LV-1-041 Bonanza Lodge Lower Fremont St. 1986.tif|Bonanza Lodge mounted pylon and marquee signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Bonanza Lodge in Las Vegas, NV during the day.</p>|Miller, Chelsea S.|||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072817|Exterior|||1986||<p><p>Exterior view of the Bonanza Lodge in Las Vegas, NV during the day.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|<p>Exterior view of the Bonanza Lodge in Las Vegas, NV during the day. </p><p></p><p></p><p></p><p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|
10/5/2020 6:12:01|NNN000103|LV-1-042 Roulette Motel 2019 E Fremont 1986.tif; LV-1-043 Roulette Motel Lower Fremont St 1986.tif; LV-1-044 Roulette Motel Nighttime Detail 1986.tif| Roulette Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print|<p>Exterior views of the Roulette Motel in Las Vegas, NV during the day and at night.</p>|Miller, Chelsea S.|||<p>2019 Fremont St, Las Vegas, NV 89101</p>|36.161531, -115.121435|||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072818|Exterior|||1986||<p><p>Exterior views of the Roulette Motel in Las Vegas, NV during the day and at night.</p></p><p></p><p><p>2019 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior views of the Roulette Motel in Las Vegas, NV during the day and at night. </p><p></p><p><p>2019 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|
10/5/2020 6:23:49|NNN000104|LV-1-045 Sky Ranch Motel Lower Fremont St 1986.tif; LV-1-046 Sky Ranch Motel 2009 E Fremont 1950's.tif; LV-1-047 Sky Ranch Motel Lower Freemont St. 1986.tif|Sky Ranch Motel flag mounted pylon and marquee signs, Las Vegas, Nevada: photographic print|<p>Exterior views of the Sky Ranch Motel during the day and at night.</p>|Miller, Chelsea S.|||<p>2009 Fremont St, Las Vegas, NV 89101</p>|36.161678, -115.121947|||lit, unlit|day, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072819|Exterior|||1986||<p><p>Exterior views of the Sky Ranch Motel during the day and at night.</p></p><p></p><p><p>2009 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|<p>Exterior views of the Sky Ranch Motel during the day and at night. </p><p></p><p><p>2009 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit, unlit</p><p>day, night</p><p>Exterior</p></br>|
10/5/2020 6:26:56|NNN000105|LV-1-048 Blue Angel Motel Lower Fremont 1986St..tif; LV-1-049 Blue Angel Motel Lower Fremont 1986St..tif|Blue Angel Motel roof mounted sign, Las Vegas, Nevada: photographic print|<p>Exterior views of the Blue Angel Motel at night. The Motel may be gone, but the figure of the angel still remains.</p>|Miller, Chelsea S.|1957||||||unlit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072820|Exterior|||1986||<p><p>Exterior views of the Blue Angel Motel at night. The Motel may be gone, but the figure of the angel still remains.</p></p><p></p><p></p><p></p><p></p><p>unlit</p><p>night</p><p>Exterior</p></br>|<p>Exterior views of the Blue Angel Motel at night. The Motel may be gone, but *as of writing* the figure of the angel still remains. </p><p></p><p></p><p></p><p></p><p>unlit</p><p>night</p><p>Exterior</p></br>|blue,green,teal,orange
10/5/2020 6:29:18|NNN000106|LV-1-050 Rancho Anita Motel 1986.tif|Rancho Anita Motel sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the Rancho Anita Motel sign at night.</p>|Miller, Chelsea S.||||||<p>Neon Museum</p>|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072821|Exterior|||1986||<p><p>Exterior view of the Rancho Anita Motel sign at night.</p></p><p></p><p></p><p></p><p><p>Neon Museum</p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Rancho Anita Motel sign at night. </p><p></p><p></p><p></p><p><p>Neon Museum</p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,blue,green,yellow
10/5/2020 6:32:22|NNN000107|LV-1-051 Chief Hotel Court 1201 E. Fremont 1986.tif|Chief Hotel Court flag mounted pylon sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the Chief Hotel Court during the day at its original location.</p>|Miller, Chelsea S.|1940?|||||<p>Neon Museum</p>|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072822|Exterior|||1986||<p><p>Exterior view of the Chief Hotel Court during the day at its original location.</p></p><p></p><p></p><p></p><p><p>Neon Museum</p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|<p>Exterior view of the Chief Hotel Court during the day at its original location. </p><p></p><p></p><p></p><p><p>Neon Museum</p></p><p>unlit</p><p>day</p><p>Exterior</p></br>|
10/5/2020 6:44:55|NNN000108|LV-1-052 City Center Motel 1986.tif|City Center Motel marquee sign, LAs Vegas, Nevada: photographic print|<p>Exterior view of the City Center Motel sign at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072823|Exterior|||1986||<p><p>Exterior view of the City Center Motel sign at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the City Center Motel sign at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|green,pink,blue,red
10/5/2020 6:46:59|NNN000109|LV-1-053 Sombrero Motel Las Vegas 1986.tif|Sombrero Motel sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the Sombrero Motel sign at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072824|Exterior|||1986||<p><p>Exterior view of the Sombrero Motel sign at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Sombrero Motel sign at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|green,blue,red,teal
10/5/2020 6:49:15|NNN000110|LV-1-054 Rainbow Vegas Hotel 1986.tif|Rainbow Vegas Hotel wall signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Rainbow Vegas Hotel at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072825|Exterior|||1986||<p><p>Exterior view of the Rainbow Vegas Hotel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Rainbow Vegas Hotel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|blue,red,green,orange
10/5/2020 6:52:14|NNN000111|LV-1-055 20th Century Hotel 1986.tif; LV-1-056 20th Century Hotel 1986.tif; LV-1-057 20th CenturyHotel 1986 .tif|20th Century Hotel pylon sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the 20th Century Hotel sign at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072826|Exterior|||1986||<p><p>Exterior view of the 20th Century Hotel sign at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the 20th Century Hotel sign at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|blue,red,green,yellow
10/5/2020 6:54:18|NNN000112|LV-1-058 Bagdad Inn Motel 1986.tif|Bagdad Inn Motel double mounted pylon and marquee signs, Las Vegas, Nevada: photographic print|<p>Exterior view of the Bagdad Inn at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072827|Exterior|||1986||<p><p>Exterior view of the Bagdad Inn at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Bagdad Inn at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,green,blue,orange
10/5/2020 7:09:19|NNN000113|LV-1-059 Hoest ohns Casino.tif|Honest John's Casino wall mounted sign, Las Vegas, Nevada: photographic print|<p>Exterior view of Honest John's Casino at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Casinos -- http://id.worldcat.org/fast/848246, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072828|Exterior|||||<p><p>Exterior view of Honest John's Casino at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of Honest John's Casino at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,yellow,green,blue
10/5/2020 7:13:36|NNN000114|LV-1-060 Algier's Hotel 1986.tif|Algiers Hotel lettering and wall signs, Las Vegas, Nevada: photographic print|<p>Exterior view of Algiers Hotel at night.</p>|Miller, Chelsea S.|1953||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Hotels -- http://id.worldcat.org/fast/961767, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072829|Exterior|||1986||<p><p>Exterior view of Algiers Hotel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of Algiers Hotel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,green,yellow,orange
10/6/2020 5:53:15|NNN000115|LV-1-061 Ferguson's Motel 1986 .tif|Ferguson's Motel flag mounted pylon sign, Las Vegas, Nevada: photographic print|<p>Exterior view of Ferguson's Motel at night.</p>|Miller, Chelsea S.|||<p>1020 Fremont St, Las Vegas, NV 89101</p>|36.166730, -115.134225|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072830|Exterior||What is this place and why can't I find its history?|1986||<p><p>Exterior view of Ferguson's Motel at night.</p></p><p></p><p><p>1020 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of Ferguson's Motel at night. It is currently a shopping center?*</p><p></p><p><p>1020 Fremont St, Las Vegas, NV 89101</p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|pink,red,blue,green
10/6/2020 5:56:26|NNN000116|LV-1-062 Ritz VegasMotel 1986.tif|RitzVegas Motel sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the RitzVegas Motel at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072831|Exterior|||1986||<p><p>Exterior view of the RitzVegas Motel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the RitzVegas Motel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,green,orange,pink
10/6/2020 5:57:51|NNN000117|LV-1-063 Yucca Hotel 1986.tif|Yucca Motel sign, Las Vegas, Nevada: photographic print|<p>Exterior view of the Yucca Motel at night.</p>|Miller, Chelsea S.|||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072832|Exterior|||1986||<p><p>Exterior view of the Yucca Motel at night.</p></p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|<p>Exterior view of the Yucca Motel at night. </p><p></p><p></p><p></p><p></p><p>lit</p><p>night</p><p>Exterior</p></br>|red,pink,green,teal
10/6/2020 6:01:46|NNN000118|LV-1-064 La Concha Motel 1986.tif|La Concha Motel monument sign, Las Vegas, Nevada: photographic print|<p>Exterior view of La Concha Motel at night.</p>|Miller, Chelsea S.|1961||<p>2955 S Las Vegas Blvd, Las Vegas, NV 89109</p>|36.134264, -115.162043|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Motels -- http://id.worldcat.org/fast/1026838, Neon Sculpture -- http://id.worldcat.org/fast/1035829||http://rightsstatements.org/vocab/NKC/1.0/|image/tiff|image|Digitized materials: physical originals are not held by UNLV Special Collections and Archives|Northern Nevada Neon|(TBD by UNLV)|(TBD by UNLV)|University of Nevada, Las Vegas University Libraries|Nevada -- http://id.loc.gov/authorities/names/n79072833|Interior|||1986||<p><p>Exterior view of La Concha Motel at night.</p></p><p></p><p><p>2955 S Las Vegas Blvd, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit</p><p>night</p><p>Interior</p></br>|<p>Exterior view of La Concha Motel at night. </p><p></p><p><p>2955 S Las Vegas Blvd, Las Vegas, NV 89109</p></p><p></p><p></p><p>lit</p><p>night</p><p>Interior</p></br>|blue,red,green,pink
